title,URI,labels,Author,Abstract,Subject,Date,Page,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/f4%2F85%2F2d%2Ff4852d5d786b475db71f418146b04289%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Illustration, Art, Poster, Parallel, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,9,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/66%2F47%2Fe8%2F6647e85e247a45259df0e24474f791e6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Cartoon, Illustration, Art, Poster, Paper, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,10,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/8b%2F71%2Fb1%2F8b71b1e4ccc74dc393445f84571f1072%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Illustration, Poster, Vintage advertisement, Art, Fashion illustration, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,11,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/89%2F48%2F34%2F8948347a28ea43098e587aa4a02f2f74%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Poster, Text, Illustration, Vintage advertisement, Art, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,12,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/44%2Fe4%2F98%2F44e49892491145c4aa1f415f1141eff3%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Poster, Illustration, Font, Art, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,13,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/0c%2Fa2%2Fc2%2F0ca2c2e630fa4de1b4e52ca035792484%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Vintage advertisement, Art, Room, Printing, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,14,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/da%2F62%2F50%2Fda62501126e749438ca672eb776e4f86%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Machine, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,15,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/cc%2F8e%2F50%2Fcc8e5024d44a4f7bbd7208afd3c1d046%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Yellow, Cartoon, Machine, Poster, Technology, Fictional character, Machine tool, Art, Parallel, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,16,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/56%2F20%2F89%2F5620892dcb244139950d070fdfa339a9%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Illustration, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,17,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/6a%2Fc6%2F50%2F6ac6509f23984ff1a5e0d38914dc616a%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Illustration, Vintage advertisement, Art, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,18,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/a6%2F0e%2F8c%2Fa60e8c2c504f41fbaece6a134cc324e7%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Poster, Art, Painting, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,19,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/6e%2F14%2F65%2F6e146529726c45d3b54c38e95d38da0d%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Cartoon, Illustration, Poster, Vintage advertisement, Art, Fictional character, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,20,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/1c%2F4e%2Fee%2F1c4eeeb47d444fb48b51f40948fc2aa5%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Yellow, Poster, Vintage advertisement, Illustration, Room, Art, History, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,21,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/91%2Ffd%2F2b%2F91fd2b6303f14f76a825c0e6cb35ca61%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Yellow, Pattern, Design, Wallpaper, Rectangle, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,22,
От каучука до калоши,"https://iiif.princeton.edu/loris/figgy_prod/70%2F0e%2F2e%2F700e2e6a601b4bdb923d59d2dd206cf3%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Text, Yellow, Art, Visual arts, Graphic design, Modern art, Poster, ","Deĭneko, Olʹga, 1897-1970","Nadi︠a︡ is ambushed on her way to school by two mischievous boys, who pull her pony tail and make her drop her books.",Rubber industry and trade—Soviet Union—Juvenile literature,1931,23,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/9d%2F87%2Fa8%2F9d87a89c18614788af8448f780e84eee%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Poster, Advertising, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,0,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/af%2F95%2Fe5%2Faf95e51b09034694a59b8174b07a2d84%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, History, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,1,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/1e%2F65%2Faf%2F1e65af1ad56a4cf2bd20566e8b4a9401%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Jaw, Drawing, Illustration, Fictional character, Sketch, Art, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,2,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/01%2F9c%2F22%2F019c229295f84d568f2bc9c559748911%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Font, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,3,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/3b%2F74%2Ff4%2F3b74f4b567b945039d258f41ff167f43%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Font, Drawing, Illustration, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,4,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/54%2Fa9%2Fed%2F54a9eddc64734f97b0c0d2cdbc93b48f%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Art, Illustration, Painting, Drawing, Visual arts, Still life, Paper, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,5,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/82%2Fce%2Fe1%2F82cee14a60cd4da280cac5f8b3230ee0%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Design, Font, Room, Illustration, Drawing, woodworking, Interior design, Furniture, Diagram, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,6,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/66%2F90%2F5e%2F66905e3976b44ca785da8445876da17e%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Art, Illustration, Drawing, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,7,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/98%2Fdb%2Fca%2F98dbca20c966412198a5510ff761b1f6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Art, Illustration, Painting, Miniature, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,8,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/3a%2Fad%2Fd8%2F3aadd890ac054999b4c988b45e6c67ab%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Art, woodworking, Still life, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,9,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/ed%2F16%2Fb0%2Fed16b00e75f548e8b69db50f4770915c%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Room, Illustration, Art, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,10,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/dd%2F83%2Fb1%2Fdd83b1bb578d4765b2d79e7cc52d537e%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Yellow, Sky, Tints and shades, Illustration, Art, Photography, Cloud, Still life photography, Visual arts, Circle, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,11,
Khlebozavod No. 3,"https://iiif.princeton.edu/loris/figgy_prod/46%2F14%2F81%2F46148104c08847a4a132c8e358e9bd2a%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Tile, ","Deĭneko, Olʹga, 1897-1970",Describes the bread baking process in a bakehouse.,Bread—Juvenile literature,1931,12,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/de%2Fd8%2Fb6%2Fded8b61907844d1e9d47c14bb55a1df7%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Poster, History, Illustration, Collection, Art, Label, Antique, Paper, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,0,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/88%2F30%2F93%2F883093297f83419cac4b8b5ce2f969b4%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Paper product, Rectangle, Beige, Square, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,1,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/ca%2Fc5%2F17%2Fcac517a4c8fa417b8471d908745b80c8%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Font, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,2,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/42%2F1c%2Fb1%2F421cb195338543f893a69d4ccd063c3f%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Document, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,3,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/1a%2F5b%2Fac%2F1a5bac20fca4448dbc1559e0459a3f79%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Handwriting, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,4,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/37%2Ff1%2Fe4%2F37f1e4b1d6bb46b7bed32824758e861a%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,5,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/5c%2F32%2F6e%2F5c326e892491417bb50526d785752e4d%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,6,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/a8%2Fdb%2Fb2%2Fa8dbb2cef4a647059f32e21f8785b476%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Font, Paper product, Parallel, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,7,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/20%2F9c%2Fe7%2F209ce746b9a64c129da0d4d2f3122cf1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,8,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/1e%2Ff5%2F88%2F1ef588db7c6f412d9da3abd9b6dc6501%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Font, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,9,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/96%2Fba%2F7b%2F96ba7bf5403b46c287f3b02c090eae24%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Canidae, Tail, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,10,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/71%2F1a%2F27%2F711a27966d754d32958c0125d882b156%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Drinkware, Paper, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,11,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/03%2F84%2F78%2F03847870b13b416caab5a793145d7034%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Font, Paper product, Art, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,12,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/06%2F42%2F1a%2F06421a3c32e645baa190032a9ed41408%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Paper product, Vehicle, City car, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,13,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/b3%2Fac%2F6d%2Fb3ac6d259d7e4b25af4a3d994a85df32%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Font, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,14,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/54%2F72%2F56%2F5472562d6eea4790b46e6b102add6df2%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Facial hair, Document, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,15,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/5d%2F8b%2F9e%2F5d8b9ec3d0ac4349aacb628572374ac8%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, History, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,16,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/79%2F75%2Fb5%2F7975b5a66a094d129cda99e003a0bafa%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,17,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/58%2F85%2F0a%2F58850a94d0ff415d84aa8ce7403961a4%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Handwriting, Document, Font, Paper, Calligraphy, Writing, Paper product, Dust, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,18,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/a3%2Fd8%2F0d%2Fa3d80d1e12b14167abc787b2b14cc86a%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,19,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/94%2Fad%2Fc0%2F94adc0dc62ff4159b49fd64667c85ec9%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Font, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,20,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/d3%2F97%2Fee%2Fd397eecc1e1d4943acf4ba34dc628df9%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Font, Paper product, Book, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,21,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/46%2F6c%2F55%2F466c558f66bf488390f152cc95af0239%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Paper product, Font, Book, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,22,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/fc%2F7f%2F71%2Ffc7f71c499f94d0a96afb7c936f2bc7f%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Font, Paper product, Book, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,23,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/fb%2F68%2F2a%2Ffb682aeb0e614f4a83a7d2bc1e8793d2%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Font, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,24,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/d3%2F34%2F3a%2Fd3343a712b8b494e8acc9465ae2bb66c%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Font, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,25,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/84%2Fe4%2Fc9%2F84e4c964fa2245509f5c0488a6afa5ff%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Font, Paper product, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,26,
Revoli︠u︡t︠s︡ionnyĭ raboche-krestʹi︠a︡nskiĭ bukvarʹ dli︠a︡ vzroslykh,"https://iiif.princeton.edu/loris/figgy_prod/cb%2F22%2Fba%2Fcb22ba88a61e4707bb33a4ff1d57e381%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Book, Paper product, Font, ","Deĭneko, Olʹga, 1897-1970","The contents also include lyrics to the pre-1944 Soviet national anthem, 'The International,' readings on the evils of church and monastaries, readings on the state, school, and labor, as well as a story by Maxim Gorky about the revolutionary vanguard.",Functional literacy,1920,27,
