Title,Author,Abstract,Subject,Date,Page,URI,Labels,Text,Image_properties
Bolʹshevik Tom,"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Tom Sawyer—Adaptations,1925,9,"https://iiif.princeton.edu/loris/figgy_prod/d1%2Ff8%2Fd4%2Fd1f8d4f1af2547ce9e863609418ced0b%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Cartoon, Illustration, Font, Paper, Drawing, Fiction, Art, ",,
Bolʹshevik Tom,"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Tom Sawyer—Adaptations,1925,10,"https://iiif.princeton.edu/loris/figgy_prod/bb%2F21%2Ff2%2Fbb21f285bdeb4ba9a16f4820eea38bfa%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Cartoon, Illustration, Font, Poster, Art, Fiction, Visual arts, Ink, Fictional character, ",,
Bolʹshevik Tom,"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Tom Sawyer—Adaptations,1925,11,"https://iiif.princeton.edu/loris/figgy_prod/76%2F59%2F85%2F7659852f912d4b5e89c1a835cf563646%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Illustration, Paper, Art, Paper product, Fiction, Drawing, ",,
Bolʹshevik Tom,"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Tom Sawyer—Adaptations,1925,12,"https://iiif.princeton.edu/loris/figgy_prod/b5%2Fd1%2Fb3%2Fb5d1b30c04ae4d2db8949fa036a45966%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Illustration, Cartoon, Font, Art, Printmaking, Visual arts, Ink, Monochrome, Calligraphy, ",,
Bolʹshevik Tom,"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Tom Sawyer—Adaptations,1925,13,"https://iiif.princeton.edu/loris/figgy_prod/96%2Fd4%2Fe9%2F96d4e91021044a1c8356b8d83007fe3b%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Text, Illustration, Font, Design, Art, Drawing, Fiction, Retro style, Fictional character, ",,
Bolʹshevik Tom,"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Tom Sawyer—Adaptations,1925,14,"https://iiif.princeton.edu/loris/figgy_prod/08%2Fee%2Ff3%2F08eef32c65fe46aa93358753cec10349%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Paper, Illustration, Paper product, ",,
Bolʹshevik Tom,"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Tom Sawyer—Adaptations,1925,15,"https://iiif.princeton.edu/loris/figgy_prod/e4%2Fb0%2F63%2Fe4b0634634da49e08dee11ee460a0f7b%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Vintage advertisement, Poster, Illustration, Line art, Art, Retro style, Style, ",,
Bolʹshevik Tom,"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Tom Sawyer—Adaptations,1925,16,"https://iiif.princeton.edu/loris/figgy_prod/6d%2F6a%2Fbf%2F6d6abf764d8549999187b001fc4513b1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Paper product, Rectangle, Picture frame, Vellum, Square, ",,
Bolʹshevik Tom,"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Tom Sawyer—Adaptations,1925,17,"https://iiif.princeton.edu/loris/figgy_prod/50%2F6c%2F1e%2F506c1e5f23af45f3964c562fa0504105%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Font, Paper, ",,
Brune : (Sumerki),"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Popular music—Soviet Union—1921-1930—Scores,1929,0,"https://iiif.princeton.edu/loris/figgy_prod/2e%2Fb3%2F07%2F2eb30790351440449b14ccef55b9c097%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Font, Poster, Parallel, Rectangle, ",,
Brune : (Sumerki),"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Popular music—Soviet Union—1921-1930—Scores,1929,1,"https://iiif.princeton.edu/loris/figgy_prod/14%2Ffa%2F34%2F14fa34b1a4c242e985f5b50d0ea20305%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Handwriting, Paper, Document, Music, Font, Paper product, ",,
Brune : (Sumerki),"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Popular music—Soviet Union—1921-1930—Scores,1929,2,"https://iiif.princeton.edu/loris/figgy_prod/e6%2F31%2F63%2Fe63163abc7624b378adbb36fd59635a8%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Handwriting, Font, Document, Paper, Music, ",,
Brune : (Sumerki),"Pavlovich, Nadezhda","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.",Popular music—Soviet Union—1921-1930—Scores,1929,3,"https://iiif.princeton.edu/loris/figgy_prod/ed%2F8c%2Fe6%2Fed8ce646b8ff4757b5d70ea9a2b8dad1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Paper product, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,0,"https://iiif.princeton.edu/loris/figgy_prod/08%2Fdb%2Fe6%2F08dbe6014d674bfb9f8b0b86a8c7325d%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Poster, Text, Font, Art, Illustration, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,1,"https://iiif.princeton.edu/loris/figgy_prod/2a%2F16%2Fe4%2F2a16e444c95a4e8fa2c5fdba4342a035%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Rectangle, Paper product, Square, Picture frame, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,2,"https://iiif.princeton.edu/loris/figgy_prod/68%2Fce%2Fef%2F68ceefff09dc49579ef8eca2ffad0f26%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Paper, Paper product, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,3,"https://iiif.princeton.edu/loris/figgy_prod/2c%2Fca%2F3c%2F2cca3cf357d2477b98181fe83eca11d1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Font, Square, Document, Rectangle, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,4,"https://iiif.princeton.edu/loris/figgy_prod/f2%2F5c%2F83%2Ff25c83743b394269bf261552b1c99e07%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Paper product, Font, Vellum, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,5,"https://iiif.princeton.edu/loris/figgy_prod/05%2Ff5%2F10%2F05f510e584924e1c8506b3d01d19ed0a%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Font, Document, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,6,"https://iiif.princeton.edu/loris/figgy_prod/c0%2Fe4%2Ff3%2Fc0e4f39a84e144e4af8a32d7528e012c%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Retro style, Vintage clothing, Art, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,7,"https://iiif.princeton.edu/loris/figgy_prod/81%2F2d%2Ffa%2F812dfa9ddbae47d3b706e6e78127300e%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Illustration, Stock photography, Vintage advertisement, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,8,"https://iiif.princeton.edu/loris/figgy_prod/37%2F40%2Fc9%2F3740c998c7dc48a086fe27f24cdd76c9%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Photograph, Text, Snapshot, Paper, Adaptation, Room, Paper product, Vintage clothing, Gentleman, Illustration, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,9,"https://iiif.princeton.edu/loris/figgy_prod/af%2F1d%2Fb9%2Faf1db9587ad044fb98d713efc838d9a9%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Paper product, Font, History, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,10,"https://iiif.princeton.edu/loris/figgy_prod/d5%2F6d%2Ff9%2Fd56df9c18ad741c1a21174bba6f146ae%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Illustration, Paper, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,11,"https://iiif.princeton.edu/loris/figgy_prod/03%2F4f%2F44%2F034f44c297cc4aeebd922503977b8f19%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Illustration, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,12,"https://iiif.princeton.edu/loris/figgy_prod/ec%2Fa3%2Fd7%2Feca3d74a1c5b457c8953229f2fc72add%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Adaptation, Art, Paper product, Paper, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,13,"https://iiif.princeton.edu/loris/figgy_prod/18%2F11%2F01%2F181101cfbc0642c5b2aa641c676fb1cd%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Music, Paper, Document, Handwriting, Paper product, Font, Sheet music, Writing, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,14,"https://iiif.princeton.edu/loris/figgy_prod/bf%2F5f%2Fee%2Fbf5feeed61b04b7f8f7a53cac2fab85a%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Handwriting, Music, Font, Paper product, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,15,"https://iiif.princeton.edu/loris/figgy_prod/a5%2F05%2F23%2Fa50523f69a1e49c48c9ac897c438f404%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Handwriting, Paper, Document, Font, Paper product, Writing, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,16,"https://iiif.princeton.edu/loris/figgy_prod/59%2F0e%2Fe9%2F590ee92e850d4ea380e4ea8e5735d119%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Music, Document, Paper, Handwriting, Sheet music, Font, Paper product, Parallel, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,17,"https://iiif.princeton.edu/loris/figgy_prod/11%2F1b%2Fbc%2F111bbcfa7cd942e49bcdf98b883a0fc6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Handwriting, Music, Paper, Font, Document, Sheet music, Paper product, Writing, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,18,"https://iiif.princeton.edu/loris/figgy_prod/1c%2F07%2Fd2%2F1c07d2d70e8d4e0ebe2b5099435dd55f%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Handwriting, Music, Font, Paper, Document, Sheet music, Writing, Paper product, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,19,"https://iiif.princeton.edu/loris/figgy_prod/64%2F1f%2F58%2F641f5813f14f4d05bef1716a2212404f%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Document, Font, History, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,20,"https://iiif.princeton.edu/loris/figgy_prod/3c%2Fb5%2F7c%2F3cb57c0efcab494ba67696ccf31aef57%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Photograph, Text, Paper, Newsprint, Paper product, Retro style, Vintage clothing, History, Art, Vintage advertisement, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,21,"https://iiif.princeton.edu/loris/figgy_prod/f5%2F21%2Fcc%2Ff521cce546cc47c78cafe7dce70e29d0%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Adaptation, Vintage clothing, Paper, Paper product, Illustration, Art, ",,
Komsomolii︠a︡ : stranit︠s︡y ėpopei,"Bezymenskiĭ, A. (Aleksandr), 1898-1973","A Classic of Soviet propaganda for children. Taking the names from the Adventures of Tom Sawyer, Pavlovich reforms the naughty boy along Marxist lines. Aunt Polly (""Teti︠a︡ Polli"") does not know what to do with mischievous Tom: he steals sweets, gives the cat a haircut, scrawls on the walls, and even gets into his aunt's make-up box. Not even a good whipping will teach him a lesson! But Tom reforms after he dreams of a glorious Bolshevik rally and joins the proletarian revolution.","Songs, Russian",1924,22,"https://iiif.princeton.edu/loris/figgy_prod/90%2Fe2%2F76%2F90e276340fbf40f2b30378b434ac9769%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Retro style, Paper, Paper product, Vintage clothing, Vintage advertisement, ",,
